gender,state,party,term,year,name,constituency
Male,Uttar Pradesh,Bahujan Samaj Party,15,2009,Dr. Bali Ram,Lalganj
Male,Uttar Pradesh,Samajwadi Party,15,2009,Shri Akhilesh Yadav,Kannauj
Male,West Bengal,Communist Party of India,15,2009,Shri Prabodh Panda,Medinipur
Male,Maharashtra,Shiv Sena,15,2009,Shri Prataprao Ganpatrao Jadhav,Buldhana
Male,West Bengal,All India Trinamool Congress,15,2009,Shri Kalyan Banerjee,Serampore
Male,West Bengal,Communist Party of India (Marxist),15,2009,Shri Sakti Mohan Malik,Arambagh 
Female,West Bengal,All India Trinamool Congress,15,2009, Dr. (Smt.) Kakoli Ghosh Dastidar,Barasat
Male,Uttar Pradesh,Indian National Congress,15,2009,Dr. Sanjay Sinh,Sultanpur
Male,Uttar Pradesh,Bahujan Samaj Party,15,2009,Shri Surendra Singh Nagar,Gautam Buddha Nagar
Male,Uttar Pradesh,Indian National Congress,15,2009,Shri Zafar Ali Naqvi,Kheri 
Male,Uttar Pradesh,Samajwadi Party,15,2009,Shri Radhe Mohan Singh,Ghazipur
Male,Uttar Pradesh,Samajwadi Party,15,2009,Shri Rakesh Sachan,Fatehpur
Male,Uttar Pradesh,Indian National Congress,15,2009,Shri Jagdambika Pal ,Domariyaganj 
Male,Uttar Pradesh,Bahujan Samaj Party,15,2009,Shri Arvind Kumar Chaudhary,Basti 
Male,Uttar Pradesh,Samajwadi Party,15,2009,Shri Brijbhushan Sharan Singh,Kaiserganj
Male,Tripura,Communist Party of India (Marxist),15,2009,Shri Baju Ban Riyan,Tripura East
Male,Uttar Pradesh,Indian National Congress,15,2009,Shri Salman Khurshid,Farrukhabad
Male,Uttar Pradesh,Samajwadi Party,15,2009,Shri Neeraj Shekhar,Ballia 
Male,Uttar Pradesh,Indian National Congress,15,2009,Shri Sriprakash Jaiswal,Kanpur
Male,Uttar Pradesh,Bharatiya Janata Party,15,2009,Shri Yogi Adityanath ,Gorakhpur
Female,Uttar Pradesh,Indian National Congress,15,2009,Rajkumari Ratna Singh,Pratapgarh
Male,Uttar Pradesh,Samajwadi Party,15,2009,Shri Ramkishun,Chandauli
Male,Uttar Pradesh,Rashtriya Lok Dal,15,2009,Shri Devendra Nagpal,Amroha 
Female,Uttar Pradesh,Samajwadi Party,15,2009,Smt. P. Jaya Prada Nahata,Rampur
Male,Uttar Pradesh,Bharatiya Janata Party,15,2009,Prof.(Dr.) Ram Shankar,Agra
Male,Uttar Pradesh,Bharatiya Janata Party,15,2009,Shri Kamlesh Paswan,Bansgaon
Male,Maharashtra,Bahujan Vikas Aaghadi,15,2009,Shri Baliram Sukur Jadhav ,Palghar
Male,Uttar Pradesh,Indian National Congress,15,2009,Shri Praveen Singh. Aron,Bareilly
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Anantha Venkatarami Reddy,Anantapur 
Male,Uttar Pradesh,Indian National Congress,15,2009,Shri Harsh Vardhan,Maharajganj
Male,Uttar Pradesh,Indian National Congress,15,2009,Shri Mohammed Azharuddin,Moradabad
Female,Uttar Pradesh,Rashtriya Lok Dal,15,2009,Smt. Sarika Devendra Singh Baghel,Hathras
Female,Uttar Pradesh,Bahujan Samaj Party,15,2009,Smt. Seema Upadhyay,Fatehpur Sikri
Male,Uttar Pradesh,Bahujan Samaj Party,15,2009,Shri Kapil Muni Karwariya,Phulpur
Male,Uttar Pradesh,Bahujan Samaj Party,15,2009,Shri Rakesh Pandey,Ambedkar Nagar 
Male,Uttar Pradesh,Samajwadi Party,15,2009,Shri Ghanshyam Anuragi,Jalaun
Female,Maharashtra,Indian National Congress,15,2009,Smt. Priya Sunil Dutt,Mumbai-North-Central
Male,Maharashtra,Bharatiya Janata Party,15,2009,Shri Haribhau Madhav Jawale,Raver
Male,Maharashtra,Shiv Sena,15,2009,Shri Anandrao Adsul,Amravati
Male,Maharashtra,Indian National Congress,15,2009,Shri Eknath Mahadeo Gaikwad,Mumbai-South-Central
Male,Maharashtra,Indian National Congress,15,2009,Shri Vilas Baburao Muttemwar,Nagpur
Male,Maharashtra,Indian National Congress,15,2009,Shri Pratik Prakashbapu Patil,Sangli
Male,Maharashtra,Nationalist Congress Party,15,2009,Shri Sharad Chandra Govindrao Pawar,Madha
Male,Maharashtra,Indian National Congress,15,2009,Shri Sushil Kumar Sambhajirao Shinde,Solapur
Male,Maharashtra,Indian National Congress,15,2009,Shri Datta Raghobaji Meghe,Wardha
Male,Maharashtra,Bharatiya Janata Party,15,2009,Shri Dilip Kumar Mansukhlal Gandhi,Ahmednagar
Male,Maharashtra,Indian National Congress,15,2009,Shri Manikrao Hodlya Gavit,Nandurbar
Female,Andhra Pradesh,Indian National Congress,15,2009,Smt. Daggubati Purandeswari,Visakhapatnam
Male,Maharashtra,Shiv Sena,15,2009,Shri Chandrakant Bhaurao Khaire,Aurangabad 
Male,Maharashtra,Shiv Sena,15,2009,Shri Anant Gangaram Geete,Raigad 
Female,Maharashtra,Shiv Sena,15,2009,Ms. Bhavana Gawali (Patil),Yavatmal-Washim
Male,Maharashtra,Independent,15,2009,Shri Sadashivrao Dadoba Mandlik,Kolhapur
Male,Maharashtra,Nationalist Congress Party,15,2009,Dr. Padmasinha Bajirao Patil ,Osmanabad
Male,Maharashtra,Indian National Congress,15,2009,Shri Milind Murli Deora,Mumbai-South
Male,Maharashtra,Bharatiya Janata Party,15,2009,Shri Hansraj Gangaram Ahir,Chandrapur
Male,Maharashtra,Nationalist Congress Party,15,2009,Shri Sameer Magan Bhujbal,Nashik
Male,Maharashtra,Indian National Congress,15,2009,Shri Jayawant Gangaram Awale ,Latur
Male,Maharashtra,Bharatiya Janata Party,15,2009,Shri Sanjay Shamrao Dhotre,Akola
Male,Maharashtra,Swabhimani Paksha,15,2009,Shri Raju alias Devappa Anna Shetti ,Hatkanangle
Male,Maharashtra,Shiv Sena,15,2009,Shri Subhash Bapurao Wankhede,Hingoli
Male,Maharashtra,Nationalist Congress Party,15,2009,Shri Praful Manoharbhai Patel,Bhandara-Gondiya
Male,Bihar,Bharatiya Janata Party,15,2009,Shri Hari Manjhi,Gaya
Male,Maharashtra,Indian National Congress,15,2009,Shri Bhaskarrao Bapurao Patil,Nanded
Male,Maharashtra,Indian National Congress,15,2009,Shri Mukul Balkrishna Wasnik,Ramtek
Male,Maharashtra,Indian National Congress,15,2009,Dr. Nilesh Narayan Rane,Ratnagiri-Sindhudurg
Male,Maharashtra,Shiv Sena,15,2009,Shri Anand Prakash Paranjpe,Kalyan
Male,Maharashtra,Nationalist Congress Party,15,2009,Shri Sanjay Dina Patil,Mumbai-North-East
Male,Maharashtra,Nationalist Congress Party,15,2009,Dr. Sanjeev Ganesh Naik,Thane
Male,Maharashtra,Indian National Congress,15,2009,Shri Gurudas Kamat,Mumbai-North-West
Male,Maharashtra,Bharatiya Janata Party,15,2009,Shri Gopinath Pandurang Munde ,Beed
Male,Maharashtra,Nationalist Congress Party,15,2009,Shri Udayanraje Pratapsingh Bhonsle,Satara
Male,Maharashtra,Bharatiya Janata Party,15,2009,Shri Harischandra Deoram Chavan,Dindori
Female,Maharashtra,Nationalist Congress Party,15,2009,Smt. Supriya Sadanand Sule,Baramati
Male,Maharashtra,Shiv Sena,15,2009,Shri Bhausaheb Wakchaure ,Shirdi
Male,Maharashtra,Indian National Congress,15,2009,Shri Marotrao Sainuji Kowase,Gadchiroli-Chimur
Male,Maharashtra,Indian National Congress,15,2009,Shri Suresh Kalmadi,Pune
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Jaipal Sudini Reddy,Chelvella 
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Rajaiah Siricilla,Warangal
Female,Andhra Pradesh,Indian National Congress,15,2009,Dr. (Smt.) Kruparani Killi,Srikakulam 
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Kotla Jaya Surya Prakash Reddy,Kurnool
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Madhu Goud Yaskhi,Nizamabad
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Porika Balram Naik,Mahabubabad
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Rajagopal Lagadapati,Vijayawada
Male,Andhra Pradesh,Telugu Desam Party,15,2009,Shri Kristappa Nimmala,Hindupur 
Female,Andhra Pradesh,Indian National Congress,15,2009,Smt. Lakshmi Panabaka,Bapatla 
Male,Andhra Pradesh,Telugu Desam Party,15,2009,Shri Ramesh Rathod,Adilabad 
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri V. Kishore Chandra Deo,Araku
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri G.V. Harsha Kumar,Amalapuram
Male,Bihar,Bharatiya Janata Party,15,2009,Shri Uday Singh,Purnia
Male,Andhra Pradesh,Indian National Congress,15,2009,Dr. Kavuri Samba Siva Rao,Eluru
Male,Andhra Pradesh,Telugu Desam Party,15,2009,Shri Modugula Venugopala Reddy,Narasaraopet 
Male,Andhra Pradesh,Indian National Congress,15,2009,Dr. Gaddam Vivekanand,Peddapalle
Male,Andhra Pradesh,Telangana Rashtra Samithi,15,2009,Shri Kalva Kuntla Chandrasekhar Rao,Mahabubnagar 
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Sathyanarayana Sarvey,Malkajgiri
Male,Andhra Pradesh,Indian National Congress,15,2009,Dr. M. Mangapati Pallam Raju ,Kakinada 
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Bapi Raju Kanumuri,Narsapuram
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Ponnam Prabhakar,Karimnagar
Male,Andhra Pradesh,Indian National Congress,15,2009,Shri Suresh Kumar Shetkar,Zahirabad
Male,Andhra Pradesh,Telugu Desam Party,15,2009,Shri Konakalla Narayana Rao,Machilipatnam
Male,Assam,Indian National Congress,15,2009,Shri Paban Singh Ghatowar,Dibrugarh
Male,Bihar,Bharatiya Janata Party,15,2009,Shri Kirti (Jha) Azad,Darbhanga
Male,Bihar,Janata Dal (United) ,15,2009,Capt.(Retd.) Jainarain Prasad Nishad,Muzaffarpur
Female,Assam,Bharatiya Janata Party,15,2009,Smt. Bijoya Chakravarty,Gauhati
Male,Bihar,Janata Dal (United) ,15,2009,Shri Maheshwar Hazari,Samastipur 
Male,Assam,Indian National Congress,15,2009,Shri Bijoy Krishna Handique,Jorhat
Male,Assam,Bodoland Peoples Front,15,2009,Shri Sansuma Khunggur Bwiswmuthiary,Kokrajhar
Male,Assam,Indian National Congress,15,2009,Shri Lalit Mohan Suklabaidya,Karimganj
Male,Assam,Indian National Congress,15,2009,Shri Ismail Hussain,Barpeta
Male,Bihar,Janata Dal (United) ,15,2009,Shri Dinesh Chandra Yadav,Khagaria
Male,Bihar,Bharatiya Janata Party,15,2009,Shri Hukmdev Narayan Yadav,Madhubani
Male,Bihar,Rashtriya Janata Dal,15,2009,Dr. Raghuvansh Prasad Singh,Vaishali
Female,Bihar,Indian National Congress,15,2009,Smt. Meira Kumar,Sasaram
Male,Bihar,Janata Dal (United) ,15,2009,Shri Kaushalendra Kumar,Nalanda
Male,Bihar,Bharatiya Janata Party,15,2009,Dr. Sanjay Jaiswal,Paschim Champaran
Female,Bihar,Independent,15,2009,Smt. Putul Kumari,Banka
Male,Bihar,Janata Dal (United) ,15,2009,Shri Mangani Lal Mandal,Jhanjharpur
Male,Bihar,Bharatiya Janata Party,15,2009,Dr. Bhola Singh,Nawada
Male,Bihar,Janata Dal (United) ,15,2009, Prof. Ranjan Prasad Yadav,Pataliputra
Male,Bihar,Janata Dal (United) ,15,2009,Shri Jagdish Sharma,Jahanabad
Male,Bihar,Independent,15,2009,Shri Om Prakash Yadav,Siwan
Female,West Bengal,All India Trinamool Congress,15,2009,Dr. (Smt.) Ratna De(Nag),Hooghly
Male,Bihar,Indian National Congress,15,2009,Maulana Asrarul Haque Mohammad,Kishanganj 
Male,Bihar,Rashtriya Janata Dal,15,2009,Shri Jagadanand Singh,Buxar
Male,Bihar,Rashtriya Janata Dal,15,2009,Shri Umashanker Singh,Maharajganj
Female,Bihar,Bharatiya Janata Party,15,2009,Smt. Rama Devi,Sheohar
Male,Delhi,Indian National Congress,15,2009,Shri Ramesh Kumar,South Delhi
Female,Delhi,Indian National Congress,15,2009,Smt. Krishna Tirath,North West Delhi
Male,West Bengal,All India Trinamool Congress,15,2009,Shri Subrata Bakshi,Kolkata Dakshin
Male,Gujarat,Indian National Congress,15,2009,Shri Bharatsinh Madhavsinh Solanki,Anand
Male,Gujarat,Bharatiya Janata Party,15,2009,Shri Rajendrasinh (Raju Rana) Rana ,Bhavnagar
Male,Gujarat,Indian National Congress,15,2009,Shri Dinsha J. Patel,Kheda
Male,Gujarat,Bharatiya Janata Party,15,2009,Shri Harin Pathak,Ahmedabad East
Male,West Bengal,Indian National Congress,15,2009,Shri Abhijit Mukherjee,Jangipur
Male,Gujarat,Bharatiya Janata Party,15,2009,Shri Ramsinh Patalyabhai Rathwa,Chhota Udaipur 
Male,Gujarat,Bharatiya Janata Party,15,2009,Shri Haribhai Parthibhai Chaudhary,Banaskantha
Male,Gujarat,Indian National Congress,15,2009,Dr. Tushar Amarsinh Chaudhary,Bardoli
Male,Gujarat,Indian National Congress,15,2009,Shri Jagdish Thakor,Patan
Male,Gujarat,Bharatiya Janata Party,15,2009,Dr. Mahendrasinh Pruthvisinh Chauhan,Sabarkantha
Male,West Bengal,Communist Party of India (Marxist),15,2009,Shri Basudeb Acharia,Bankura
Female,West Bengal,All India Trinamool Congress,15,2009,Kum. Mamata Banerjee,Kolkata Dakshin
Male,West Bengal,Communist Party of India (Marxist),15,2009,Dr. Ram Chandra Dome,Bolpur
Male,West Bengal,Bharatiya Janata Party,15,2009,Shri Jaswant Singh,Darjeeling
Male,West Bengal,Independent,15,2009,Dr. Tarun Mandal,Jaynagar
Male,West Bengal,All India Trinamool Congress,15,2009,Shri Tapas Paul,Krishnanagar
Male,West Bengal,All India Trinamool Congress,15,2009,Shri Gobinda Chandra Naskar,Bangaon
Male,Andaman and Nicobar Islands,Bharatiya Janata Party,16,2014,Bishnu Pada Ray,Andaman and Nicobar Islands
Male,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,Godam Nagesh,Adilabad
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Dr. Pandula Ravindra Babu,Amalapuram
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Muttamsetti Srinivasa Rao (Avanthi),Anakapalli
Male,Andhra Pradesh,Telugu Desam Party,16,2014,J C Diwakar Reddy,Anantapur
Female,Andhra Pradesh,YSR Congress Party,16,2014,Kothapalli Geetha,Araku
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Malyadri Sriram,Bapatla
Male,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,Dr. Boora Narsaiah Goud,Bhongir
Male,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,Konda Vishweshwar Reddy,Chevella
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Naramalli Sivaprasad,Chittoor
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Maganti Venkateswara Rao (Babu),Eluru
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Jayadev Galla,Guntur
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Kristappa Nimmala,Hindupur
Male,Andhra Pradesh,All India Majlis-e-Ittehadul Muslimeen,16,2014,Asaduddin Owaisi,Hyderabad
Male,Andhra Pradesh,YSR Congress Party,16,2014,Y S Avinash Reddy,Kadapa
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Thota Narasimham,Kakinada
Male,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,Vinod Kumar Boinapally,Karimnagar
Male,Andhra Pradesh,YSR Congress Party,16,2014,Ponguleti Srinivas Reddy,Khammam
Female,Andhra Pradesh,YSR Congress Party,16,2014,Butta Renuka,Kurnool
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Konakalla Narayana Rao,Machilipatnam
Male,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,Prof Azmeera Seetaram Naik,Mahabubabad
Male,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,A P Jithender Reddy,Mahbubnagar
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Ch Malla Reddy,Malkajgiri
Male,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,K Chandrasekhar Rao,Medak
Male,Andhra Pradesh,Indian National Congress,16,2014,Yellaiah Nandi,Nagarkurnool
Male,Andhra Pradesh,Indian National Congress,16,2014,Gutha Sukendar Reddy,Nalgonda
Male,Andhra Pradesh,YSR Congress Party,16,2014,S P Y Reddy,Nandyal
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Sambavisa Rao Rayapati,Narasaraopet
Male,Andhra Pradesh,Bharatiya Janata Party,16,2014,Gokaraju Ganga Raju,Narsapuram
Male,Andhra Pradesh,YSR Congress Party,16,2014,Mekapati Rajamohan Reddy,Nellore
Female,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,Kavitha,Nizamabad
Male,Andhra Pradesh,YSR Congress Party,16,2014,Y V Subba Reddy,Ongole
Male,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,Balka Suman,Peddapalle
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Murali Mohan Maganti,Rajahmundry
Male,Andhra Pradesh,YSR Congress Party,16,2014,P V Midhun Reddy,Rajampet
Male,Andhra Pradesh,Bharatiya Janata Party,16,2014,Bandaru Dattatreya,Secunderabad
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Rammohan N Kinjarapu,Srikakulam
Male,Andhra Pradesh,YSR Congress Party,16,2014,Varaprasad Rao Velagapalli,Tirupati
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Kesineni Srinivas (Nani),Vijayawada
Male,Andhra Pradesh,Bharatiya Janata Party,16,2014,Kambhapati Hari Babu,Visakhapatnam
Male,Andhra Pradesh,Telugu Desam Party,16,2014,Pusapati Ashok Gajapati Raju,Vizianagaram
Male,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,Kadiyam Srihari,Warangal
Male,Andhra Pradesh,Telangana Rashtra Samiti,16,2014,B B Patil,Zahirabad
Male,Arunachal Pradesh [5],Indian National Congress,16,2014,Ninong Ering,Arunachal East
Male,Arunachal Pradesh,Bharatiya Janata Party,16,2014,Kiren Rijiju,Arunachal West
Male,Assam,Indian National Congress,16,2014,Biren Singh Engti,Autonomous District
Male,Assam,All India United Democratic Front,16,2014,Sirajuddin Ajmal,Barpeta
Male,Assam,All India United Democratic Front,16,2014,Badruddin Ajmal,Dhubri
Male,Assam,Bharatiya Janata Party,16,2014,Rameswar Teli,Dibrugarh
Female,Assam,Bharatiya Janata Party,16,2014,Bijoya Chakravarty,Gauhati
Male,Assam,Bharatiya Janata Party,16,2014,Kamakhya Prasad Tasa,Jorhat
Male,Assam,Indian National Congress,16,2014,Gaurav Gogoi,Kaliabor
Male,Assam,All India United Democratic Front,16,2014,Radheshyam Biswas,Karimganj
Male,Assam,Independent,16,2014,Naba Kumar Sarania (Hira),Kokrajhar
Male,Assam,Bharatiya Janata Party,16,2014,Sarbananda Sonowal,Lakhimpur
Male,Assam,Bharatiya Janata Party,16,2014,Ramen Deka,Mangaldoi
Male,Assam,Bharatiya Janata Party,16,2014,Rajen Gohain,Nowgong
Female,Assam,Indian National Congress,16,2014,Sushmita Dev,Silchar
Male,Assam,Bharatiya Janata Party,16,2014,Ram Prasad Sarmah,Tezpur
Male,Bihar,Rashtriya Janata Dal,16,2014,Tasleem Uddin,Araria
Male,Bihar,Bharatiya Janata Party,16,2014,Raj Kumar Singh,Arrah
Male,Bihar,Bharatiya Janata Party,16,2014,Sushil Kumar Singh,Aurangabad
Male,Bihar,Rashtriya Janata Dal,16,2014,Jai Prakash Narayan Yadav,Banka
Male,Bihar,Bharatiya Janata Party,16,2014,Bhola Singh,Begusarai
Male,Bihar,Rashtriya Janata Dal,16,2014,Shailesh Kumar Urph Bulo Mandal,Bhagalpur
Male,Bihar,Bharatiya Janata Party,16,2014,Ashwini Kumar Choubey,Buxar
Male,Bihar,Bharatiya Janata Party,16,2014,Kirti Azad,Darbhanga
Male,Bihar,Bharatiya Janata Party,16,2014,Hari Manjhi,Gaya
Male,Bihar,Bharatiya Janata Party,16,2014,Janak Ram,Gopalganj
Male,Bihar,Lok Janshakti Party,16,2014,Ramvilas Paswan,Hajipur
Male,Bihar,Rashtriya Lok Samata Party,16,2014,Dr. Arun Kumar,Jahanabad
Male,Bihar,Lok Janshakti Party,16,2014,Chirag Paswan,Jamui
Male,Bihar,Bharatiya Janata Party,16,2014,Virendra Kumar Choudhary,Jhanjharpur
Male,Bihar,Rashtriya Lok Samata Party,16,2014,Upendra Kushwaha,Karakat
Male,Bihar,Nationalist Congress Party,16,2014,Tariq Anwar,Katihar
Male,Bihar,Lok Janshakti Party,16,2014,Chaudhary Mahboob Ali Kaiser,Khagaria
Male,Bihar,Indian National Congress,16,2014,Moh Asrarul Huq,Kishanganj
Male,Bihar,Rashtriya Janata Dal,16,2014,Pappu Yadav,Madhepura
Male,Bihar,Bharatiya Janata Party,16,2014,Hukum Dev Narayan Yadav,Madhubani
Male,Bihar,Bharatiya Janata Party,16,2014,Janardan Singh Sigriwal,Maharajganj
Female,Bihar,Lok Janshakti Party,16,2014,Veena Devi,Munger
Male,Bihar,Bharatiya Janata Party,16,2014,Ajay Nishad,Muzaffarpur
Male,Bihar,Janata Dal (United),16,2014,Kaushlendra Kumar,Nalanda
Male,Bihar,Bharatiya Janata Party,16,2014,Giriraj Singh,Nawada
Male,Bihar,Bharatiya Janata Party,16,2014,Dr. Sanjay Jayaswal,Paschim Champaran
Male,Bihar,Bharatiya Janata Party,16,2014,Ram Kripal Yadav,Pataliputra
Male,Bihar,Bharatiya Janata Party,16,2014,Shatrughan Sinha,Patna Sahib
Male,Bihar,Janata Dal (United),16,2014,Santosh Kumar,Purnia
Male,Bihar,Bharatiya Janata Party,16,2014,Radha Mohan Singh,Purvi Champaran
Male,Bihar,Lok Janshakti Party,16,2014,Ram Chandra Paswan,Samastipur
Male,Bihar,Bharatiya Janata Party,16,2014,Rajiv Pratap Rudy,Saran
Male,Bihar,Bharatiya Janata Party,16,2014,Chhedi Paswan,Sasaram
Female,Bihar,Bharatiya Janata Party,16,2014,Rama Devi,Sheohar
Male,Bihar,Rashtriya Lok Samata Party,16,2014,Ram Kumar Sharma,Sitamarhi
Male,Bihar,Bharatiya Janata Party,16,2014,Om Prakash Yadav,Siwan
Female,Bihar,Indian National Congress,16,2014,Ranjit Ranjan,Supaul
Male,Bihar,Bharatiya Janata Party,16,2014,Nityanand Rai,Ujiarpur
Male,Bihar,Lok Janshakti Party,16,2014,Rama Kishor Singh,Vaishali
Male,Bihar,Bharatiya Janata Party,16,2014,Satish Chandra Dubey,Valmiki Nagar
Female,Chandigarh,Bharatiya Janata Party,16,2014,Kirron Kher,Chandigarh
Male,Chhattisgarh,Bharatiya Janata Party,16,2014,Dinesh Kashyap,Bastar
Male,Chhattisgarh,Bharatiya Janata Party,16,2014,Lakhan Lal Sahu,Bilaspur
Male,Chhattisgarh,Indian National Congress,16,2014,Tamradhwaj Sahu,Durg
Female,Chhattisgarh,Bharatiya Janata Party,16,2014,Kamla Patle,Janjgir-Champa
Male,Chhattisgarh,Bharatiya Janata Party,16,2014,Vikram Usendi,Kanker
Male,Chhattisgarh,Bharatiya Janata Party,16,2014,Dr. Banshilal Mahto,Korba
Male,Chhattisgarh,Bharatiya Janata Party,16,2014,Chandu Lal Sahu (Chandu Bhaiya),Mahasamund
Male,Chhattisgarh,Bharatiya Janata Party,16,2014,Vishnu Deo Sai,Raigarh
Male,Chhattisgarh,Bharatiya Janata Party,16,2014,Ramesh Bais,Raipur
Male,Chhattisgarh,Bharatiya Janata Party,16,2014,Abhishek Singh,Rajnandgaon
Male,Chhattisgarh,Bharatiya Janata Party,16,2014,Kamalbhan Singh Marabi,Surguja
Male,Dadra and Nagar Haveli,Bharatiya Janata Party,16,2014,Natubhai Gomanbhai Patel,Dadra and Nagar Haveli
Male,Daman and Diu,Bharatiya Janata Party,16,2014,Lalubhai Babubhai Patel,Daman and Diu
Male,Goa,Bharatiya Janata Party,16,2014,Shripad Yesso Naik,North Goa
Male,Goa,Bharatiya Janata Party,16,2014,Adv Narendra Keshav Sawaikar,South Goa
Male,Gujarat,Bharatiya Janata Party,16,2014,Paresh Rawal,Ahmedabad East
Male,Gujarat,Bharatiya Janata Party,16,2014,Dr. Kirit P Solanki,Ahmedabad West
Male,Gujarat,Bharatiya Janata Party,16,2014,Kachhadiya Naranbhai Bhikhabhai,Amreli
Male,Gujarat,Bharatiya Janata Party,16,2014,Dilip Patel,Anand
Male,Gujarat,Bharatiya Janata Party,16,2014,Haribhai Parthibhai Chaudhary,Banaskantha
Male,Gujarat,Bharatiya Janata Party,16,2014,Vasava Parbhubhai Nagarbhai,Bardoli
Male,Gujarat,Bharatiya Janata Party,16,2014,Mansukhbhai Dhanjibhai Vasava,Bharuch
Female,Gujarat,Bharatiya Janata Party,16,2014,Dr. Bharatiben Dhirubhai Shiyal,Bhavnagar
Male,Gujarat,Bharatiya Janata Party,16,2014,Ramsinh Rathwa,Chhota Udaipur
Male,Gujarat,Bharatiya Janata Party,16,2014,Jasvantsinh Sumanbhai Bhabhor,Dahod
Male,Gujarat,Bharatiya Janata Party,16,2014,L K Advani,Gandhinagar
Female,Gujarat,Bharatiya Janata Party,16,2014,Poonamben Hematbhai Maadam,Jamnagar
Male,Gujarat,Bharatiya Janata Party,16,2014,Rajeshbhai Naranbhai Chudasama,Junagadh
Male,Gujarat,Bharatiya Janata Party,16,2014,Vinod Lakhamashi Chavda,Kachchh
Male,Gujarat,Bharatiya Janata Party,16,2014,Devusinh Jesingbhai Chauhan,Kheda
Female,Gujarat,Bharatiya Janata Party,16,2014,Jayshreeben Kanubhai Patel,Mahesana
Male,Gujarat,Bharatiya Janata Party,16,2014,C R Patil,Navsari
Male,Gujarat,Bharatiya Janata Party,16,2014,Prabhatsinh Pratapsinh Chauhan,Panchmahal
Male,Gujarat,Bharatiya Janata Party,16,2014,Liladharbhai Khodaji Vaghela,Patan
Male,Gujarat,Bharatiya Janata Party,16,2014,Vithalbhai Hansrajibhai Radadiya,Porbandar
Male,Gujarat,Bharatiya Janata Party,16,2014,Mohanbhai Kalyanjibhai Kundariya,Rajkot
Male,Gujarat,Bharatiya Janata Party,16,2014,Dipsinh Shankarsinh Rathod,Sabarkantha
Female,Gujarat,Bharatiya Janata Party,16,2014,Darshana Vikram Jardosh,Surat
Male,Gujarat,Bharatiya Janata Party,16,2014,Devjibhai Govindbhai Fatepara,Surendranagar
Male,Gujarat,Bharatiya Janata Party,16,2014,Narendra Modi,Vadodara
Male,Gujarat,Bharatiya Janata Party,16,2014,Dr. K C Patel,Valsad
Male,Haryana,Bharatiya Janata Party,16,2014,Rattan Lal Kataria,Ambala
Male,Haryana,Bharatiya Janata Party,16,2014,Dharambir S/O Bhale Ram,Bhiwani-Mahendragarh
Male,Haryana,Bharatiya Janata Party,16,2014,Krishan Pal,Faridabad
Male,Haryana,Bharatiya Janata Party,16,2014,Rao Inderjit Singh,Gurgaon
Male,Haryana,Indian National Lok Dal,16,2014,Dushyant Chautala,Hisar
Male,Haryana,Bharatiya Janata Party,16,2014,Ashwini Kumar,Karnal
Male,Haryana,Bharatiya Janata Party,16,2014,Raj Kumar Saini,Kurukshetra
Male,Haryana,Indian National Congress,16,2014,Deepender S Hooda,Rohtak
Male,Haryana,Indian National Lok Dal,16,2014,Charanjeet Singh Rori,Sirsa
Male,Haryana,Bharatiya Janata Party,16,2014,Ramesh Chander,Sonipat
Male,Himachal Pradesh,Bharatiya Janata Party,16,2014,Anurag Singh Thakur,Hamirpur
